,Movie_Name,Movie_Rating,Movie_Certificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Description,Movie_Poster_HD,All_Movie_Info
31,Cidade de Deus,8.6,A,2002,130 min,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele, Phellipe Haagensen","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",https://m.media-amazon.com/images/M/MV5BNzI1MmJmODUtMjM1Ni00YzA4LWFlYzQtMzFmYTY1MmIxYTkyXkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_.jpg,cidade de deus alexandre rodrigues leandro firmino matheus nachtergaele phellipe haagensen crime drama in the slums of rio two kids' paths diverge as one struggles to become a photographer and the other a kingpin
32,The Pianist,8.6,13,2002,150 min,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Emilia Fox","Biography, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR2,0,67,98_AL_.jpg",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,the pianist adrien brody thomas kretschmann frank finlay emilia fox biography drama music a polish jewish musician struggles to survive the destruction of the warsaw ghetto of world war ii
33,Sen to Chihiro no kamikakushi,8.6,U,2001,125 min,"Daveigh Chase, Suzanne Pleshette, Miyu Irino, Rumi Hiiragi","Animation, Adventure, Family            ","https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",https://m.media-amazon.com/images/M/MV5BZGY3YWY5MWEtYWY4Zi00NTJkLTllY2UtOGJhMDkzNWRlYjM4XkEyXkFqcGdeQXVyMTIyNzI4ODEz._V1_.jpg,sen to chihiro no kamikakushi daveigh chase suzanne pleshette miyu irino rumi hiiragi animation adventure family during her family's move to the suburbs a sullen 10-year-old girl wanders into a world ruled by gods witches and spirits and where humans are changed into beasts
34,Saving Private Ryan,8.6,A,1998,169 min,"Tom Hanks, Matt Damon, Tom Sizemore, Edward Burns","Drama, War            ","https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg,saving private ryan tom hanks matt damon tom sizemore edward burns drama war following the normandy landings a group of us soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action
35,The Green Mile,8.6,UA,1999,189 min,"Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt","Crime, Drama, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX67_CR0,0,67,98_AL_.jpg","The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_.jpg,the green mile tom hanks michael clarke duncan david morse bonnie hunt crime drama fantasy the lives of guards on death row are affected by one of their charges: a black man accused of child murder and rape yet who has a mysterious gift
36,La vita è bella,8.6,U,1997,116 min,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",https://m.media-amazon.com/images/M/MV5BZjFkYTQ0YzgtOWUwOC00OWU3LTk4NDUtNmM5YTRlZTY3MmMzXkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_.jpg,la vita è bella roberto benigni nicoletta braschi giorgio cantarini giustino durano comedy drama romance when an open-minded jewish waiter and his son become victims of the holocaust he uses a perfect mixture of will humor and imagination to protect his son from the dangers around their camp
37,Se7en,8.6,A,1995,127 min,"Morgan Freeman, Brad Pitt, Kevin Spacey, Andrew Kevin Walker","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,se7en morgan freeman brad pitt kevin spacey andrew kevin walker crime drama mystery two detectives a rookie and a veteran hunt a serial killer who uses the seven deadly sins as his motives
38,Léon,8.6,A,1994,110 min,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BODllNWE0MmEtYjUwZi00ZjY3LThmNmQtZjZlMjI2YTZjYmQ0XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg","12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",https://m.media-amazon.com/images/M/MV5BNTY2ODk1OWUtOGZmYS00ZjRiLTkxNzEtNmMzMzY2YTJhNjIxXkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_.jpg,léon jean reno gary oldman natalie portman danny aiello action crime drama 12-year-old mathilda is reluctantly taken in by léon a professional assassin after her family is murdered an unusual relationship forms as she becomes his protégée and learns the assassin's trade
39,Terminator 2: Judgment Day,8.6,A,1991,137 min,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","Action, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,terminator 2: judgment day arnold schwarzenegger linda hamilton edward furlong robert patrick action sci-fi a cyborg identical to the one who failed to kill sarah connor must now protect her ten-year-old son john from a more advanced and powerful cyborg
40,The Silence of the Lambs,8.6,A,1991,118 min,"Jodie Foster, Anthony Hopkins, Lawrence A. Bonney, Kasi Lemmons","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,the silence of the lambs jodie foster anthony hopkins lawrence a bonney kasi lemmons crime drama thriller a young fbi cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer a madman who skins his victims
41,Back to the Future,8.6,U,1985,116 min,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover","Adventure, Comedy, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",https://m.media-amazon.com/images/M/MV5BMGY0M2I5ZDMtNjE4MS00MDJiLTgwNWQtNDQ1NTIyMzViODYwXkEyXkFqcGdeQXVyNjc1NTYwMjc@._V1_.jpg,back to the future michael j fox christopher lloyd lea thompson crispin glover adventure comedy sci-fi marty mcfly a 17-year-old high school student is accidentally sent thirty years into the past in a time-traveling delorean invented by his close friend the eccentric scientist doc brown
42,Star Wars,8.6,UA,1977,121 min,"Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness","Action, Adventure, Fantasy            ","https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,star wars mark hamill harrison ford carrie fisher alec guinness action adventure fantasy luke skywalker joins forces with a jedi knight a cocky pilot a wookiee and two droids to save the galaxy from the empire's world-destroying battle station while also attempting to rescue princess leia from the mysterious darth vader
43,Seppuku,8.6,N/A,1962,133 min,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita, Tetsurô Tanba","Action, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY98_CR2,0,67,98_AL_.jpg","When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,seppuku tatsuya nakadai akira ishihama shima iwashita tetsurô tanba action drama mystery when a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity
44,Chhichhore,8.5,UA,2019,143 min,"Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma, Prateik Babbar","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BYjg2ZDI2YTYtN2EwYi00YWI5LTgyMWQtMWFkYmE3NmJkOGVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg","A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",https://m.media-amazon.com/images/M/MV5BYjg2ZDI2YTYtN2EwYi00YWI5LTgyMWQtMWFkYmE3NmJkOGVhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX886_.jpg,chhichhore sushant singh rajput shraddha kapoor varun sharma prateik babbar comedy drama romance a tragic incident forces anirudh a middle-aged man to take a trip down memory lane and reminisce his college days along with his friends who were labelled as losers
45,K.G.F: Chapter 1,8.5,UA,2018,156 min,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BZDNlNzBjMGUtYTA0Yy00OTI2LWJmZjMtODliYmUyYTI0OGFmXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine.",https://m.media-amazon.com/images/M/MV5BOTJlNzQ1NWMtZGVhNy00MGQ1LTgyYzEtOTgwNjllNzdjMTBjXkEyXkFqcGdeQXVyODgwMjQ1MzQ@._V1_.jpg,kgf: chapter 1 yash srinidhi shetty ramachandra raju archana jois action crime drama in the 1970s a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine
46,Ratsasan,8.5,UA,2018,170 min,"Vishnu Vishal, Amala Paul, Radha Ravi, Sangili Murugan","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BMjU2NzIzMjYtMGE2ZS00YzgzLWE5MzgtZTFiYTlmOWNlYmJkXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UY98_CR2,0,67,98_AL_.jpg",A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,https://m.media-amazon.com/images/M/MV5BOGUzODM4NWYtM2M2Yi00ZjMyLWI3MzYtY2JiMGFiOGE2OTY2XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,ratsasan vishnu vishal amala paul radha ravi sangili murugan crime drama mystery a sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally
47,Parasite,8.5,A,2019,132 min,"Kang-ho Song, Sun-kyun Lee, Yeo-jeong Cho, Choi Woo-sik","Comedy, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,https://m.media-amazon.com/images/M/MV5BOTJiMWI1OTktYjBiOS00N2FmLTk1ODQtZGZiNGMwMDJjMzYyXkEyXkFqcGdeQXVyMTA5NzIyMDY5._V1_.jpg,gisaengchung kang-ho song sun-kyun lee yeo-jeong cho choi woo-sik comedy drama thriller greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy park family and the destitute kim clan
48,Ayla: The Daughter of War,8.5,N/A,2017,125 min,"Çetin Tekindor, Ismail Hacioglu, Kyung-jin Lee, Kim Seol","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BZjE2NGYwMGQtOWE4MC00NTFjLTk3YTgtMWI5ZmZlMzUyYzExXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1950, amid-st the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl, with no parents and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",https://m.media-amazon.com/images/M/MV5BNWJhMDlmZGUtYzcxNS00NDRiLWIwNjktNDY1Mjg3ZjBkYzY0XkEyXkFqcGdeQXVyMTU4MjUwMjI@._V1_.jpg,ayla: the daughter of war çetin tekindor ismail hacioglu kyung-jin lee kim seol biography drama history in 1950 amid-st the ravages of the korean war sergeant süleyman stumbles upon a half-frozen little girl with no parents and no help in sight frantic scared and on the verge of death see full summary »
49,Avengers: Infinity War,8.5,UA,2018,149 min,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans","Action, Adventure, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_.jpg,avengers: infinity war robert downey jr chris hemsworth mark ruffalo chris evans action adventure sci-fi the avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful thanos before his blitz of devastation and ruin puts an end to the universe
50,Whiplash,8.5,A,2014,106 min,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser","Drama, Music            ","https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,whiplash miles teller jk simmons melissa benoist paul reiser drama music a promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential
51,Django Unchained,8.5,A,2012,165 min,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington","Drama, Western            ","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX67_CR0,0,67,98_AL_.jpg","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_.jpg,django unchained jamie foxx christoph waltz leonardo dicaprio kerry washington drama western with the help of a german bounty-hunter a freed slave sets out to rescue his wife from a brutal plantation-owner in mississippi
52,The Intouchables,8.5,UA,2011,112 min,"François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot","Biography, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_.jpg,the intouchables françois cluzet omar sy anne le ny audrey fleurot biography comedy drama after he becomes a quadriplegic from a paragliding accident an aristocrat hires a young man from the projects to be his caregiver
53,3 Idiots,8.5,UA,2009,170 min,"Aamir Khan, Madhavan, Mona Singh, Sharman Joshi","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",https://m.media-amazon.com/images/M/MV5BMWYxZWRiNzQtYTRmMC00MmQ2LTkwMmYtMWYzOTViYTgyMTE1XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_.jpg,"3 idiots aamir khan madhavan mona singh sharman joshi comedy drama two friends are searching for their long lost companion they revisit their college days and recall the memories of their friend who inspired them to think differently even as the rest of the world called them ""idiots"""
54,The Prestige,8.5,U,2006,130 min,"Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine","Drama, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UX67_CR0,0,67,98_AL_.jpg","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",https://m.media-amazon.com/images/M/MV5BZTdmNjY5ODYtYTJlMi00ZWY0LTg0YWQtZjY5NWM2ZGYzOTA2XkEyXkFqcGdeQXVyMTA2ODkwNzM5._V1_.jpg,the prestige christian bale hugh jackman scarlett johansson michael caine drama mystery thriller after a tragic accident two stage magicians in 1890s london engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other
